1.368269,-0.7758410479736325,-0.254192390258789,-0.21902744848633127,-6.420992366412216,-8.143435114503816,0.00442748091603054,-0.20732072000210727,0.03683714310920348,-0.002651539913449697
2.705777,-0.7897034755859373,-0.26348189270019534,-0.22558756103515698,-6.424427480916028,-8.107022900763356,0.13091603053435105,-0.2502407527266908,0.05454640384226758,-0.003366661454876345
4.054933,-0.7723215715332027,-0.2437057869873046,-0.21991330310058999,-6.435496183206107,-8.148854961832065,0.18923664122137399,-0.26552193009758834,0.05049978389633815,-0.0029885719724777613
5.385442,-0.775841047973633,-0.2467943071289062,-0.22099069384765713,-6.448625954198475,-8.146259541984735,0.18152671755725197,-0.26502361314004336,0.04554690742915336,-0.0007620444255975268
6.726919,-0.767940182495117,-0.24641123486328126,-0.21644171069336338,-6.406106870229005,-8.104656488549619,0.028167938931297685,-0.2970944773481283,0.04948092929677463,0.004366871958779276
8.068367,-0.7816589580078127,-0.24885332055664058,-0.21735150732421715,-6.412366412213739,-8.134503816793897,0.1923664122137405,-0.3061705485806835,0.05557979632124325,0.012124540391122453
9.381845,-0.7758410479736324,-0.25175030456542974,-0.22051185351562985,-6.44770992366412,-8.115648854961826,0.04458015267175574,-0.29586709255131893,0.06843514794606823,0.014701666178937783
10.71352,-0.7739017446289063,-0.2509602180175781,-0.22692831396484436,-6.418473282442748,-8.141297709923663,0.20465648854961827,-0.3119890616438698,0.04799658637259671,0.015407288353218819
12.051246,-0.7870698537597659,-0.24878149450683595,-0.21787823168945053,-6.425496183206109,-8.079465648854967,0.10809160305343514,-0.30259132137141803,0.03164552678703458,0.014791775768732293
13.387697,-0.7798393647460938,-0.2565865919189454,-0.22374402575683838,-6.4338931297709925,-8.11267175572519,0.03450381679389313,-0.31736975043364135,-0.005700554981379812,0.014237998671496296
14.709592,-0.7738538605957029,-0.24626758276367183,-0.2271198500976528,-6.423053435114504,-8.130534351145041,0.23664122137404575,-0.3276273978159215,-0.03133000650772299,0.012855970642579043
16.018643,-0.7696640076904293,-0.2490927407226561,-0.2165135367431663,-6.3980152671755715,-8.068854961832063,0.12396946564885493,-0.3129531133581345,-0.04229282715384747,0.008320914152273835
17.355472,-0.7738538605957029,-0.24902091467285156,-0.2118448435058653,-6.408778625954203,-8.109847328244276,-0.10229007633587789,-0.2942675784316595,-0.05289477837956501,0.0034869258985701737
18.69592,-0.7767508446044922,-0.25907656164550785,-0.22089492578125203,-6.434580152671757,-8.159465648854956,0.19618320610687026,-0.2622592117630883,-0.05352364524052613,-0.00013986330504324072
20.008634,-0.7833827832031254,-0.2533783616943361,-0.23470946936035553,-6.410610687022905,-8.138854961832063,0.13938931297709922,-0.22147039040145328,-0.052583579583342185,-0.004428939891417816
21.321984,-0.7848671882324219,-0.25270798522949206,-0.2326025718994167,-6.424732824427483,-8.16435114503817,0.07717557251908397,-0.18445280506506528,-0.05252729284021095,-0.005855142896061093
22.63479,-0.7743805849609378,-0.24928427685546864,-0.2193626367187509,-6.406641221374046,-8.189770992366412,0.12732824427480918,-0.1411745022560607,-0.0668449261521684,-0.004886626409537695
23.962066,-0.7806773353271484,-0.24538172814941414,-0.21478971154784965,-6.420076335877866,-8.199389312977098,0.20083969465648846,-0.11181619430674249,-0.07631292120287159,-0.005466023411078269
